source_id,path,filename,format,source_state,parser_profile_id,row_count_detected,size_bytes,checksum_sha256,header_hash_sha256,is_service_template,registered_at,registered_by,notes
src_000049,QuizBank/Media_Digital_News_Precision_Mix_Bank_C2_300.csv,Media_Digital_News_Precision_Mix_Bank_C2_300.csv,CSV,active,csv_quiz_bank_v1,300,284924,fbc26a0ad841cbd644d824df83a4f1c33e736af1119e17add6a1b13be1ef9d89,fbdcde2dafcfe468c84ce2ae3b673d19b2b78a766daa9a1c5f460ef24ffde9f5,false,2026-05-07,tooling,
src_000050,QuizBank/Mini_Dialog_Bank_A2_B1_210.csv,Mini_Dialog_Bank_A2_B1_210.csv,CSV,active,csv_quiz_bank_v1,96,85227,683eebabdd3e994c26fff959a1437fa10b7bb37872acf26e60b54a505a54fddc,fbdcde2dafcfe468c84ce2ae3b673d19b2b78a766daa9a1c5f460ef24ffde9f5,false,2026-05-07,tooling,
src_000051,QuizBank/Minimal_Context_Vocabulary_Bank_A1_B1_70.csv,Minimal_Context_Vocabulary_Bank_A1_B1_70.csv,CSV,active,csv_quiz_bank_v1,59,77815,2769ee22ad0d04ae6c640ba213d3468418ec8ce07851de45c87d2adfb358dfda,fbdcde2dafcfe468c84ce2ae3b673d19b2b78a766daa9a1c5f460ef24ffde9f5,false,2026-05-07,tooling,
src_000052,QuizBank/Modalverben_Bank_210.csv,Modalverben_Bank_210.csv,CSV,active,csv_quiz_bank_v1,210,136751,0f07bacc6efea91c2fb72300965201a7116fca9ea1fede8e2c32da3c7420dacd,fbdcde2dafcfe468c84ce2ae3b673d19b2b78a766daa9a1c5f460ef24ffde9f5,false,2026-05-07,tooling,
src_000053,QuizBank/Negation_Quiz_Bank_A2_B1_210.csv,Negation_Quiz_Bank_A2_B1_210.csv,CSV,active,csv_quiz_bank_v1,183,120847,c9eb28997205168aea9a57d9cfa6d60b883bcea47799a5326a22722dcacef133,fbdcde2dafcfe468c84ce2ae3b673d19b2b78a766daa9a1c5f460ef24ffde9f5,false,2026-05-07,tooling,
src_000054,QuizBank/Person_Family_Foundation_Bank_A1_A2_50.csv,Person_Family_Foundation_Bank_A1_A2_50.csv,CSV,active,csv_quiz_bank_v1,44,27671,654b09e66e277305cd032b10aa4ab7b7a3c12aa7efac0a046229c44024ea9cd9,fbdcde2dafcfe468c84ce2ae3b673d19b2b78a766daa9a1c5f460ef24ffde9f5,false,2026-05-07,tooling,
src_000055,QuizBank/Person_Family_Natural_Usage_Bank_A1_C2_2_50.csv,Person_Family_Natural_Usage_Bank_A1_C2_2_50.csv,CSV,active,csv_quiz_bank_v1,1886,1397541,172e68386b134d86585cf71c9dbd37c581cf0c5a5295a005043413b51d45ad95,fbdcde2dafcfe468c84ce2ae3b673d19b2b78a766daa9a1c5f460ef24ffde9f5,false,2026-05-07,tooling,
src_000056,QuizBank/Person_Identity_Family_Implicit_Paraphrase_Bank_C1_300.csv,Person_Identity_Family_Implicit_Paraphrase_Bank_C1_300.csv,CSV,active,csv_quiz_bank_v1,300,296105,2bca322fc455c7f5266d533b3444113b66e682975e130904769d444e6f8c6a5c,fbdcde2dafcfe468c84ce2ae3b673d19b2b78a766daa9a1c5f460ef24ffde9f5,false,2026-05-07,tooling,
src_000057,QuizBank/Person_Identity_Family_Natural_Usage_Bank_B2_300.csv,Person_Identity_Family_Natural_Usage_Bank_B2_300.csv,CSV,active,csv_quiz_bank_v1,300,315690,ccc35de5d907407e43c0076ea00c8049d96249befee65f0e842b594f9f73fcff,fbdcde2dafcfe468c84ce2ae3b673d19b2b78a766daa9a1c5f460ef24ffde9f5,false,2026-05-07,tooling,
src_000058,QuizBank/Plural_Check_Bank_500.csv,Plural_Check_Bank_500.csv,CSV,active,csv_quiz_bank_v1,499,250566,4f4c8165092201e8ef8a859cbef126139df6617c102a6df87087ab335ca932e0,fbdcde2dafcfe468c84ce2ae3b673d19b2b78a766daa9a1c5f460ef24ffde9f5,false,2026-05-07,tooling,
src_000059,QuizBank/Politics_Public_Debate_Implicit_Paraphrase_Bank_C1_300.csv,Politics_Public_Debate_Implicit_Paraphrase_Bank_C1_300.csv,CSV,active,csv_quiz_bank_v1,300,291359,54392a119eeeb927e0e0d8feaffa174dcb7704312729b32adb7d9716c57ded5b,fbdcde2dafcfe468c84ce2ae3b673d19b2b78a766daa9a1c5f460ef24ffde9f5,false,2026-05-07,tooling,
src_000060,QuizBank/Politics_Public_Debate_Natural_Usage_Bank_B2_300.csv,Politics_Public_Debate_Natural_Usage_Bank_B2_300.csv,CSV,active,csv_quiz_bank_v1,300,276732,8e53c9e5ca42033ac94278ed2187583bafef1c6cfb833d2bcb278282299d5f1b,fbdcde2dafcfe468c84ce2ae3b673d19b2b78a766daa9a1c5f460ef24ffde9f5,false,2026-05-07,tooling,
src_000061,QuizBank/Politics_Public_Debate_Precision_Mix_Bank_C2_300.csv,Politics_Public_Debate_Precision_Mix_Bank_C2_300.csv,CSV,active,csv_quiz_bank_v1,300,282922,ad055e9a68e6f509233e23f0738b6c493e4462d6788bb912796499943d116c9f,fbdcde2dafcfe468c84ce2ae3b673d19b2b78a766daa9a1c5f460ef24ffde9f5,false,2026-05-07,tooling,
